identifier,section,parameter,value
K.k_luftbild1989@senstadt,"Luftbilder 1989, Maßstab 1:10 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1989@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1989
K.k_luftbild1989@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1989@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1989@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1989@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1989@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1989@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1989@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1989@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1989@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:3 000
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Ebenen,Gebietsabdeckung
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Ebenen,Blattschnitte
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1992_03_rgb@senstadt,"Luftbilder 1992, Farbe, Maßstab 1:3 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1992_03_rgb
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1992_03_rgb@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Kurzbeschreibung,888 Schwarz/Weiß-Luftbilder (Senkrechtaufnahmen) für das gesamte Berliner Stadtgebiet im Maßstab 1:10 000. Die Luftbilder haben eine Auflösung von 800 DPI bei einer Längsüberdeckung von 70% und einer Querüberlappung von 30%.
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Ebenen,Gebietsabdeckung
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Ebenen,Blattschnitte
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1992_10@senstadt,"Luftbilder 1992, Maßstab 1:10 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1992_10@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1992_10
K.k_luftbild1992_10@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1992_10@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1992_10@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1992_10@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1992_10@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1992_10@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1992_10@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1992_10@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1992_10@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:3 000
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Ebenen,Gebietsabdeckung
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Ebenen,Blattschnitte
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Nutzungsbedingungen, 
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1992_03@senstadt,"Luftbilder 1992, Maßstab 1:3 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1992_03@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1992_03
K.k_luftbild1992_03@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1992_03@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1992_03@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1992_03@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1992_03@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1992_03@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1992_03@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1992_03@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1992_03@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:4 000
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Ebenen,Gebietsabdeckung
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Ebenen,Blattschnitte
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1993_04@senstadt,"Luftbilder 1993, Maßstab 1:4 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1993_04@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1993_04
K.k_luftbild1993_04@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1993_04@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1993_04@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1993_04@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1993_04@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1993_04@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1993_04@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1993_04@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1993_04@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Kurzbeschreibung,"Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:10 000, Farbe"
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Ebenen,Gebietsabdeckung
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Ebenen,Blattschnitte
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1994_rgb@senstadt,"Luftbilder 1994, Farbe, Maßstab 1:10 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1994_rgb
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1994_rgb@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für das gesamte Berliner Stadtgebiet im Maßstab  1:12 500
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Koordinatensysteme,EPSG:25833
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Ebenen,Gebietsabdeckung
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Ebenen,Blattschnitte
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1994@senstadt,"Luftbilder 1994, Maßstab 1:12 500",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1994@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1994
K.k_luftbild1994@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1994@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1994@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1994@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1994@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1994@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1994@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1994@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1994@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:3 000
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Ebenen,Gebietsabdeckung
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Ebenen,Blattschnitte
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1995_03@senstadt,"Luftbilder 1995, Maßstab 1:3 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1995_03@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1995_03
K.k_luftbild1995_03@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1995_03@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1995_03@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1995_03@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1995_03@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1995_03@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1995_03@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1995_03@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1995_03@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:4 000
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Ebenen,Blattschnitte
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Ebenen,Gebietsabdeckung
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1995_04@senstadt,"Luftbilder 1995, Maßstab 1:4 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1995_04@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1995_04
K.k_luftbild1995_04@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1995_04@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1995_04@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1995_04@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1995_04@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1995_04@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1995_04@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1995_04@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1995_04@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:6 000
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Ausdehnung,"EPSG:25833: 392400, 5830000, 398500, 5834100"
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Ebenen,Gebietsabdeckung
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Ebenen,Blattschnitte
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1995_06@senstadt,"Luftbilder 1995, Maßstab 1:6 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1995_06@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1995_06
K.k_luftbild1995_06@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1995_06@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1995_06@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1995_06@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1995_06@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1995_06@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1995_06@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1995_06@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1995_06@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für das gesamte Berliner Stadtgebiet im Maßstab  1:80 000
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Ausdehnung,"EPSG:25833: 346290, 5795470, 436117, 5840430"
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Ebenen,Gebietsabdeckung
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Ebenen,Blattschnitte
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1995_80@senstadt,"Luftbilder 1995, Maßstab 1:80 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1995_80@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1995_80
K.k_luftbild1995_80@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1995_80@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1995_80@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1995_80@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1995_80@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1995_80@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1995_80@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1995_80@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1995_80@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Kurzbeschreibung,Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab  1:12 000
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Ausdehnung,"EPSG:25833: 367040, 5815165, 395400, 5838300"
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Ebenen,Gebietsabdeckung
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Ebenen,Blattschnitte
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1996@senstadt,"Luftbilder 1996, Maßstab 1:12 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1996@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1996
K.k_luftbild1996@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1996@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1996@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1996@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1996@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1996@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1996@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1996@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1996@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Kurzbeschreibung,48 Farb-Luftbilder (Senkrechtaufnahmen) von der Berliner Mitte im Maßstab 1:10 000. Die Luftbilder haben eine Auflösung von 800 DPI bei einer Längsüberdeckung von 60% und einer Querüberdeckung von ca. 30%.
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Ebenen,Gebietsabdeckung
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Ebenen,Blattschnitte
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1997_10@senstadt,"Luftbilder 1997, Maßstab 1:10 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1997_10@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1997_10
K.k_luftbild1997_10@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1997_10@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1997_10@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1997_10@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1997_10@senstadt,Technische Angaben,Version,1.3.0
K.k_luftbild1997_10@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_luftbild1997_10@senstadt,Technische Angaben,Operationen,GetMap
K.k_luftbild1997_10@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_luftbild1997_10@senstadt,Technische Angaben,Grafikformate,image/png
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Kurzbeschreibung,1514 Schwarz/Weiß-Luftbilder (Senkrechtaufnahmen) für Teilgebiete Berlins im Maßstab 1:5 000. Die Luftbilder haben eine Auflösung von 800 DPI bei einer Längsüberdeckung von 60% und einer Querüberdeckung von ca. 30%.
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Ebenen,Gebietsabdeckung
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Ebenen,Blattschnitte
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1997_05@senstadt,"Luftbilder 1997, Maßstab 1:5 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1997_05@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_luftbild1997_05
K.k_luftbild1997_05@senstadt,Technische Angaben,Standard,WMS
K.k_luftbild1997_05@senstadt,Technische Angaben,Version,1.0.0
K.k_luftbild1997_05@senstadt,Technische Angaben,Version,1.1.0
K.k_luftbild1997_05@senstadt,Technische Angaben,Version,1.1.1
K.k_luftbild1997_05@senstadt,Technische Angaben,Version,1.3.0
