identifier,section,parameter,value
S.s_lades_standort@senstadt,Elektro-Ladesäulen - Standorte,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_lades_standort@senstadt,Elektro-Ladesäulen - Standorte,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_lades_standort@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_lades_standort
S.s_lades_standort@senstadt,Technische Angaben,Standard,WFS
S.s_lades_standort@senstadt,Technische Angaben,Version,1.0.0
S.s_lades_standort@senstadt,Technische Angaben,Version,1.1.0
S.s_lades_standort@senstadt,Technische Angaben,Version,2.0.0
S.s_lades_standort@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_lades_standort@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_lades_standort@senstadt,Technische Angaben,Operationen,GetFeature
S.s_lades_standort@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_lades_standort@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_lades_standort@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_lades_strombez@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Bezirk,Kurzbeschreibung,"Sachdaten zum Stromverbrauch der Elektro-Ladesäulen, aggregiert auf Bezirke."
S.s_lades_strombez@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Bezirk,Koordinatensysteme,EPSG:25833
S.s_lades_strombez@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Bezirk,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_lades_strombez@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Bezirk,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_lades_strombez@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Bezirk,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_lades_strombez@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_lades_strombez
S.s_lades_strombez@senstadt,Technische Angaben,Standard,WFS
S.s_lades_strombez@senstadt,Technische Angaben,Version,1.0.0
S.s_lades_strombez@senstadt,Technische Angaben,Version,1.1.0
S.s_lades_strombez@senstadt,Technische Angaben,Version,2.0.0
S.s_lades_strombez@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_lades_strombez@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_lades_strombez@senstadt,Technische Angaben,Operationen,GetFeature
S.s_lades_strombez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_lades_strombez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_lades_strombez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_lades_stromplz@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Postleitzahl,Kurzbeschreibung,"Sachdaten zum Stromverbrauch der Elektro-Ladesäulen, aggregiert auf Postleitzahlenbereiche."
S.s_lades_stromplz@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Postleitzahl,Koordinatensysteme,EPSG:25833
S.s_lades_stromplz@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Postleitzahl,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_lades_stromplz@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Postleitzahl,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_lades_stromplz@senstadt,Elektro-Ladesäulen - Stromverbrauch pro Postleitzahl,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_lades_stromplz@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_lades_stromplz
S.s_lades_stromplz@senstadt,Technische Angaben,Standard,WFS
S.s_lades_stromplz@senstadt,Technische Angaben,Version,1.0.0
S.s_lades_stromplz@senstadt,Technische Angaben,Version,1.1.0
S.s_lades_stromplz@senstadt,Technische Angaben,Version,2.0.0
S.s_lades_stromplz@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_lades_stromplz@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_lades_stromplz@senstadt,Technische Angaben,Operationen,GetFeature
S.s_lades_stromplz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_lades_stromplz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_lades_stromplz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_kwk_strom_bez@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Bezirk,Kurzbeschreibung,"Sachdaten zur Stromeinspeisung der KWK-Anlagen, aggregiert auf Bezirke."
S.s_kwk_strom_bez@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Bezirk,Koordinatensysteme,EPSG:25833
S.s_kwk_strom_bez@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Bezirk,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_kwk_strom_bez@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Bezirk,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_kwk_strom_bez@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Bezirk,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_kwk_strom_bez@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_kwk_strom_bez
S.s_kwk_strom_bez@senstadt,Technische Angaben,Standard,WFS
S.s_kwk_strom_bez@senstadt,Technische Angaben,Version,1.0.0
S.s_kwk_strom_bez@senstadt,Technische Angaben,Version,1.1.0
S.s_kwk_strom_bez@senstadt,Technische Angaben,Version,2.0.0
S.s_kwk_strom_bez@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_kwk_strom_bez@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_kwk_strom_bez@senstadt,Technische Angaben,Operationen,GetFeature
S.s_kwk_strom_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_kwk_strom_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_kwk_strom_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_kwk_strom_plz@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Postleitzahl,Kurzbeschreibung,"Sachdaten zur Stromeinspeisung der KWK-Anlagen, aggregiert auf Postleitzahlbereiche."
S.s_kwk_strom_plz@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Postleitzahl,Koordinatensysteme,EPSG:25833
S.s_kwk_strom_plz@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Postleitzahl,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_kwk_strom_plz@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Postleitzahl,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_kwk_strom_plz@senstadt,Energieerzeugung - Stromeinspeisung der KWK-Anlagen pro Postleitzahl,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_kwk_strom_plz@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_kwk_strom_plz
S.s_kwk_strom_plz@senstadt,Technische Angaben,Standard,WFS
S.s_kwk_strom_plz@senstadt,Technische Angaben,Version,1.0.0
S.s_kwk_strom_plz@senstadt,Technische Angaben,Version,1.1.0
S.s_kwk_strom_plz@senstadt,Technische Angaben,Version,2.0.0
S.s_kwk_strom_plz@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_kwk_strom_plz@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_kwk_strom_plz@senstadt,Technische Angaben,Operationen,GetFeature
S.s_kwk_strom_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_kwk_strom_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_kwk_strom_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_fw_bez@senstadt,Energieverbrauch Fernwärme je Bezirk (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Fernwärme, aggregiert auf Bezirke. Es wurde keine Temperaturnormierung vorgenommen."
S.s_energieverb_fw_bez@senstadt,Energieverbrauch Fernwärme je Bezirk (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_fw_bez@senstadt,Energieverbrauch Fernwärme je Bezirk (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_fw_bez@senstadt,Energieverbrauch Fernwärme je Bezirk (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_fw_bez@senstadt,Energieverbrauch Fernwärme je Bezirk (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_fw_bez
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_fw_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_fw_block@senstadt,Energieverbrauch Fernwärme je Gebäudeblock (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Fernwärme, aggregiert auf Gebäudeblöcke. Gebäudeblöcke ohne Verbrauchsangaben können entweder aus Datenschutzgründen nicht dargestellt werden oder enthalten keine Werte. Es wurde keine Temperaturnormierung vorgenommen."
S.s_energieverb_fw_block@senstadt,Energieverbrauch Fernwärme je Gebäudeblock (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_fw_block@senstadt,Energieverbrauch Fernwärme je Gebäudeblock (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_fw_block@senstadt,Energieverbrauch Fernwärme je Gebäudeblock (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_fw_block@senstadt,Energieverbrauch Fernwärme je Gebäudeblock (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_fw_block@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_fw_block
S.s_energieverb_fw_block@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_fw_block@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_fw_block@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_fw_block@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_fw_block@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_fw_block@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_fw_block@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_fw_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_fw_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_fw_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_fw_plz@senstadt,Energieverbrauch Fernwärme je Postleitzahl (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Fernwärme, aggregiert auf Postleitzahlenbereiche. Es wurde keine Temperaturnormierung vorgenommen."
S.s_energieverb_fw_plz@senstadt,Energieverbrauch Fernwärme je Postleitzahl (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_fw_plz@senstadt,Energieverbrauch Fernwärme je Postleitzahl (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_fw_plz@senstadt,Energieverbrauch Fernwärme je Postleitzahl (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_fw_plz@senstadt,Energieverbrauch Fernwärme je Postleitzahl (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_fw_plz
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_fw_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_gas_bez@senstadt,Energieverbrauch Gas je Bezirk (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Gas, aggregiert auf Bezirke. Daten großer Heizkraftwerke sind nicht enthalten, jedoch Verbräuche von dezentralen KWK-Anlagen. Es wurde keine Temperaturnormierung vorgenommen."
S.s_energieverb_gas_bez@senstadt,Energieverbrauch Gas je Bezirk (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_gas_bez@senstadt,Energieverbrauch Gas je Bezirk (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_gas_bez@senstadt,Energieverbrauch Gas je Bezirk (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_gas_bez@senstadt,Energieverbrauch Gas je Bezirk (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_gas_bez
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_gas_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_gas_block@senstadt,Energieverbrauch Gas je Gebäudeblock (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Gas, aggregiert auf Gebäudeblöcke. Gebäudeblöcke ohne Verbrauchsangaben können entweder aus Datenschutzgründen nicht dargestellt werden oder enthalten keine Werte. Daten großer Heizkraftwerke sind nicht enthalten, jedoch Verbräuche von dezentralen KWK-Anlagen. Es wurde keine Temperaturnormierung vorgenommen."
S.s_energieverb_gas_block@senstadt,Energieverbrauch Gas je Gebäudeblock (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_gas_block@senstadt,Energieverbrauch Gas je Gebäudeblock (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_gas_block@senstadt,Energieverbrauch Gas je Gebäudeblock (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_gas_block@senstadt,Energieverbrauch Gas je Gebäudeblock (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_gas_block@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_gas_block
S.s_energieverb_gas_block@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_gas_block@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_gas_block@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_gas_block@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_gas_block@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_gas_block@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_gas_block@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_gas_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_gas_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_gas_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_gas_plz@senstadt,Energieverbrauch Gas je Postleitzahl (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Gas, aggregiert auf Postleitzahlenbereiche. Daten großer Heizkraftwerke sind nicht enthalten, jedoch Verbräuche von dezentralen KWK-Anlagen. Es wurde keine Temperaturnormierung vorgenommen."
S.s_energieverb_gas_plz@senstadt,Energieverbrauch Gas je Postleitzahl (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_gas_plz@senstadt,Energieverbrauch Gas je Postleitzahl (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_gas_plz@senstadt,Energieverbrauch Gas je Postleitzahl (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_gas_plz@senstadt,Energieverbrauch Gas je Postleitzahl (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_gas_plz
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_gas_plz@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_strom_bez@senstadt,Energieverbrauch Strom je Bezirk (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Strom, aggregiert auf Bezirke. Die Daten berücksichtigen keinen Eigenverbrauch oder Netzverluste."
S.s_energieverb_strom_bez@senstadt,Energieverbrauch Strom je Bezirk (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_strom_bez@senstadt,Energieverbrauch Strom je Bezirk (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_strom_bez@senstadt,Energieverbrauch Strom je Bezirk (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_strom_bez@senstadt,Energieverbrauch Strom je Bezirk (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_strom_bez
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_strom_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_strom_block@senstadt,Energieverbrauch Strom je Gebäudeblock (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Strom, aggregiert auf Gebäudeblöcke. Gebäudeblöcke ohne Verbrauchsangaben können entweder aus Datenschutzgründen nicht dargestellt werden oder enthalten keine Werte. Die Daten berücksichtigen keinen Eigenverbrauch oder Netzverluste."
S.s_energieverb_strom_block@senstadt,Energieverbrauch Strom je Gebäudeblock (Umweltatlas),Koordinatensysteme,EPSG:25833
S.s_energieverb_strom_block@senstadt,Energieverbrauch Strom je Gebäudeblock (Umweltatlas),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
S.s_energieverb_strom_block@senstadt,Energieverbrauch Strom je Gebäudeblock (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
S.s_energieverb_strom_block@senstadt,Energieverbrauch Strom je Gebäudeblock (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
S.s_energieverb_strom_block@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_energieverb_strom_block
S.s_energieverb_strom_block@senstadt,Technische Angaben,Standard,WFS
S.s_energieverb_strom_block@senstadt,Technische Angaben,Version,1.0.0
S.s_energieverb_strom_block@senstadt,Technische Angaben,Version,1.1.0
S.s_energieverb_strom_block@senstadt,Technische Angaben,Version,2.0.0
S.s_energieverb_strom_block@senstadt,Technische Angaben,Operationen,GetCapabilities
S.s_energieverb_strom_block@senstadt,Technische Angaben,Operationen,DescribeFeatureType
S.s_energieverb_strom_block@senstadt,Technische Angaben,Operationen,GetFeature
S.s_energieverb_strom_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
S.s_energieverb_strom_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
S.s_energieverb_strom_block@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
S.s_energieverb_strom_plz@senstadt,Energieverbrauch Strom je Postleitzahl (Umweltatlas),Kurzbeschreibung,"Energieverbräuche von Strom, aggregiert auf Postleitzahlenbereiche. Die Daten berücksichtigen keinen Eigenverbrauch oder Netzverluste."
